caso_id_canonico,considerando_text,por_ello_text,firma_raw
329_p5789,"Considerando: Que contra la providencia de fs. 197, por la que la actora fue inti- mada a efectuar el depósito previsto por el art. 286 del Código Proce- sal Civil y Comercial de la Nación, su apoderada presentó el escrito de fs. 199/203, en el que manifiesta que sus mandantes estarían exentos de su pago, por haberse desempeñado como obreros y empleados de una empresa estatal y haber sido obligados a constituir el seguro pre- visto en la ley 13.003 con motivo de la modalidad de la relación labo- ral. Solicita, en virtud de la naturaleza de la materia discutida –resti- tución de aportes por prima del seguro, utilidades, dividendos, exce- dentes– y la condición de trabajadores, que se los exima de cumplir con el depósito que impone la norma a la que se hizo referencia. Que la solicitud debe ser rechazada toda vez que la actora no está comprendida en los supuestos establecidos en el art. 13 de la ley 23.898 ni en las normas especiales que contemplan excepciones a tales tribu- tos, inclusión que debe ser expresa e interpretada con criterio restric- tivo (Fallos: 321:1382; 326:3495; 328:772).","Por ello, se desestima lo peticionado. Estése a la intimación efec- tuada, la que deberá cumplirse dentro del término de cinco días. Há- gase saber.",ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — JUAN CARLOS MAQUEDA — RICARDO LUIS LORENZETTI — CARMEN M. ARGIBAY.
329_p5848,"JURISDICCION Y COMPETENCIA: Competencia ordinaria. Por el territorio. Lugar del delito. Si se trata del delito continuado previsto en el art. 119 del Código Penal, resul- tan competentes los magistrados con jurisdicción en cada uno de los lugares en los cuales se produjeron actos con relevancia típica, y la elección del tribunal que conocerá en la causa debe hacerse atendiendo a exigencias de una mayor econo- mía procesal. –Del dictamen de la Procuración General, al que remitió la Corte Suprema–. JURISDICCION Y COMPETENCIA: Competencia ordinaria. Por la materia. Cuestio- nes penales. Pluralidad de delitos. Las reglas de acumulación por conexidad sólo son aplicables a los conflictos en los que participan jueces nacionales. –Del dictamen de la Procuración General, al que remitió la Corte Suprema–. JURISDICCION Y COMPETENCIA: Competencia federal. Causas penales. Delitos que obstruyen el normal funcionamiento de las instituciones nacionales. En tanto las oficinas seccionales situadas en las provincias revisten el mismo carácter nacional del Registro Nacional de las Personas, único organismo facultado para expedir los documentos nacionales de identidad, ya sea en forma directa o por intermedio de los organismos que legalmente lo representen, es competente la justicia federal para conocer respecto del delito de supresión de estado civil. –Del dictamen de la Procuración General, al que remitió la Corte Suprema–. 5849 DE JUSTICIA DE LA NACION 329 5850 FALLOS DE LA CORTE SUPREMA 329 FALLO DE LA CORTE SUPREMA Buenos Aires, 19 de diciembre de 2006. Autos y Vistos:","Por los fundamentos y conclusiones del dictamen del señor Procu- rador Fiscal a los que cabe remitirse en razón de brevedad, se declara que deberá continuar entendiendo en la causa en relación al delito contra la integridad sexual, el Juzgado de Control Nº 7 de la ciudad de Córdoba, provincia homónima, al que se le remitirá. Asimismo, el mencionado tribunal deberá enviar copia de las actuaciones pertinen-",ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — JUAN CARLOS MAQUEDA — E. RAÚL ZAFFARONI — RICARDO LUIS LORENZETTI — CARMEN M. ARGIBAY.
329_p5871,"Considerando: 1º) Que el juez a cargo del Juzgado Nacional en lo Criminal y Co- rreccional Federal Nº 12 dispuso denegar el pedido de extradición del ciudadano argentino Daniel Gustavo García, requerido por las autori- dades judiciales del Reino de España por presunto delito de falsifica- ción de moneda y tarjetas de crédito. 2º) Que, para así decidir, el a quo interpretó que, según lo dispues- to por los arts. 12 de la ley 24.767 y 7 del Tratado de Extradición y Asistencia Judicial en Materia Penal entre la República Argentina y el Reino de España, el requerido podía ejercer el derecho de opción de juzgamiento en el país en razón de su nacionalidad. 3º) Que el recurso de apelación ordinaria interpuesto por el repre- sentante del Ministerio Público Fiscal contra esa resolución fue man- tenido en esta instancia por el señor Procurador Fiscal en los términos que da cuenta el dictamen de fs. 250/251. 4º) Que, en el caso, resultan de aplicación las consideraciones ex- puestas por esta Corte en la causa “Vázquez Drovandi” (Fallos: 327:304). En efecto, el juez se apartó de la solución normativa aplica- ble al sub lite toda vez que, al recibir los antecedentes obrantes en sede administrativa (fs. 77/110) tras realizar la audiencia prevista por el art. 27, último párrafo de la ley 24.767 (fs. 55/56), debió agotar los estadios procesales contemplados por esa disposición legal (art. 30) antes de dictar la resolución que declaró improcedente la extradición.","Por ello, y oído el señor Procurador Fiscal, se hace lugar al recurso interpuesto y se revoca el pronunciamiento apelado con los alcances que surgen de las consideraciones precedentes. Notifíquese y devuél- vase al tribunal de origen.",ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT (según su voto) — JUAN CARLOS MAQUEDA — E. RAÚL ZAFFARONI (según su voto) — RICARDO LUIS LORENZETTI — CARMEN M. ARGIBAY.
329_p5994,"Considerando: 1º) Que el Tribunal Oral en lo Criminal Nº 16 de esta ciudad resol- vió absolver a Carlos Alberto Juri por el delito de homicidio culposo previsto en el art. 84 del Código Penal que le fuera imputado, sobre la base de la aplicación del principio consagrado en el art. 3º del Código Procesal Penal de la Nación. 5998 FALLOS DE LA CORTE SUPREMA 329 Dicha decisión fue impugnada por la parte querellante mediante la interposición de un recurso de casación cuyo rechazo determinó la presentación directa ante la Sala II del tribunal a quo; órgano juris- diccional que se pronunció en favor de su desestimación. Para así deci- dir, partió del límite objetivo establecido por el art. 458 del Código Procesal Penal de la Nación en cuanto restringe el acceso a aquella instancia respecto de la querella –en razón de la remisión que a dicha norma efectúa el art. 460 del citado ordenamiento procesal–, cuando ella ha solicitado una pena privativa de la libertad inferior a la allí establecida –tres años, en el caso–. Contra esta última resolución se dedujo el recurso extraordinario cuyo rechazo dio origen a esta queja. 2º) Que en la apelación extraordinaria el recurrente planteó la inconstitucionalidad de las limitaciones a la posibilidad de recurrir en casación por parte de la querella, contenidas en los mencionados arts. 458 y 460 del Código Procesal Penal de la Nación, por cuanto afectaban la garantía prevista en el art. 8.2.h de la Convención Ame- ricana sobre Derechos Humanos. 3º) Que en lo que al planteo formulado atañe, el señor Procurador Fiscal sostuvo que correspondía declarar procedente la queja inter- puesta porque lo resuelto por el a quo implicaba una negativa a resol- ver la cuestión federal planteada, cercenando indebidamente las fa- cultades recursivas de la querella, lo que descalificaba a la sentencia como acto jurisdiccional válido. También destacó que la solución pro- piciada era la que más se adecuaba a las pautas fijadas por la Corte Interamericana de Derechos Humanos en el caso “Herrera Ulloa, Mauricio c/ Costa Rica” (2 de julio de 2004). 4º) Que la apelación extraordinaria resulta formalmente procedente por cuanto la sentencia impugnada reviste el carácter de definitiva –puesto que pone fin al pleito–, proviene del tribunal superior de la causa –en tanto se impugna el fallo de la Sala II de la Cámara Nacio- nal de Casación Penal– y suscita cuestión federal suficiente al invocarse no sólo la doctrina de la arbitrariedad de sentencias sino también el derecho al recurso consagrado para la querella en nuestro bloque de constitucionalidad. 5º) Que la regulación de la legitimidad subjetiva de la querella para recurrir en casación surge del juego armónico de los arts. 458 y 460 del Código Procesal Penal de la Nación, el primero de los cuales 5999 DE JUSTICIA DE LA NACION 329 establece, en lo que aquí interesa, que “El ministerio fiscal podrá recu- rrir, además de los autos a que se refiere el artículo anterior: 1) De la sentencia absolutoria, cuando haya pedido la condena del imputado a más de tres (3) años de pena privativa de la libertad, a multa de dos- cientos mil australes o a inhabilitación por cinco años o más”. Por su parte cabe destacar que la norma aludida en segundo término se limi- ta a disponer que “La parte querellante podrá recurrir en los mismos casos en que puede hacerlo el ministerio fiscal”. 6º) Que las constancias de la causa permiten advertir que la que- rella, al formular su alegato, imputó a Carlos Alberto Juri la comisión del delito tipificado en el art. 84 del Código Penal y solicitó la pena de tres años de prisión más la inhabilitación que prevé dicha norma –según el texto anterior a la reforma introducida por la ley 25.189 (B.O. 28 de octubre de 1999)– (ver específicamente fs. 1529 de los autos princi- pales). 7º) Que si bien no fue individualizado el quantum solicitado res- pecto de la pena de inhabilitación, lo cierto es que el tipo penal –cuya aplicación al caso pretendía el particular ofendido– ya preveía en este sentido un monto mínimo de cinco años; es decir que establecía una conminación respecto de esa clase de pena que no estaba alcanzada por la limitación contemplada en el art. 458 del Código Procesal Penal de la Nación. En consecuencia, la denegación de la vía casatoria se apoyó exclu- sivamente en la doctrina corriente del tribunal de Casación Nacional según la cual cuando un delito se encuentre amenazado con distintas clases de pena debe atenderse a la cualitativamente más grave al con- siderarse la limitación prevista en la citada norma procesal; pues de lo contrario ésta no se habría aplicado al sub lite como fundamento del rechazo de aquella vía. 8º) Que, por ende, el tribunal a quo soslayó por completo el reque- rimiento de pena de inhabilitación efectuado por el particular ofendi- do, sustentando únicamente su decisión en la circunstancia de que dicha parte no había solicitado una pena de prisión mayor de tres años –la cual, por cierto, tampoco podía requerir de acuerdo con la conmi- nación de esa naturaleza legislada en el tipo penal en cuestión al mo- mento de los hechos–. 9º) Que dicha postura se revela como un proceder claramente arbi- trario en la medida en que se sustenta en una interpretación forjada 6000 FALLOS DE LA CORTE SUPREMA 329 al margen del texto legal y en función de la cual se produce el indebido cercenamiento del derecho a recurrir de la víctima del delito o de su representante a partir de las normas internacionales sobre garantías y protección judicial previstas en los arts. 8, ap. 1º y 25 de la Conven- ción Americana sobre Derechos Humanos –más allá de que el recu- rrente haya pretendido fundar la inconstitucionalidad de los límites aludidos en la disposición del art. 8.2.h de la Convención Americana sobre Derechos Humanos, lo cual, por cierto, este Tribunal no compar- te en razón de los fundamentos expuestos en el caso “Arce” (Fallos: 320:2145)–. Ello es así porque de la simple lectura del art. 458, inc. 1º, del Có- digo Procesal Penal de la Nación se desprende con claridad que –in- cluso mediante el empleo de la conjunción disyuntiva “o”– el legislador ha establecido tres hipótesis distintas en las que procede el recurso de casación, en las que carece de toda relevancia el orden de gravedad de las penas de diferente naturaleza a los efectos de la unificación en los casos de pluralidad de delitos (arts. 5 y 57 del Código Penal), las pau- tas legales para determinar la competencia (art. 34 del ordenamiento adjetivo), así como la circunstancia de que la inhabilitación sea abso- luta o especial, o se aplique como pena única o conjunta. 10) Que, por lo demás, el criterio censurado tampoco se ajustaría a la doctrina de esta Corte según la cual “siempre que se invoquen agra- vios de naturaleza federal que habiliten la competencia de esta Corte, por vía extraordinaria en el ámbito de la justicia penal nacional con- forme el ordenamiento procesal vigente, estos deben ser tratados pre- viamente por la Cámara Nacional de Casación Penal, en su carácter de tribunal intermedio, constituyéndose de esta manera en tribunal superior de la causa para la justicia nacional en materia penal, a los efectos del art. 14 de la ley 48” (Fallos: 328:1108).","Por ello, y lo dictaminado en sentido concordante por el señor Pro- curador Fiscal, se hace lugar a la queja, se declara procedente el re- curso extraordinario interpuesto y se deja sin efecto la sentencia ape- lada. Reintégrese el depósito. Agréguese la queja al principal y vuel- van los autos al tribunal de origen para que, por quien corresponda, se dicte un nuevo pronunciamiento con arreglo a lo aquí dispuesto (art. 16,",ENRIQUE SANTIAGO PETRACCHI (según su voto) — ELENA I. HIGHTON DE NOLASCO — JUAN CARLOS MAQUEDA — E. RAÚL ZAFFARONI — RICARDO LUIS LORENZETTI.
329_p6050,"JURISDICCION Y COMPETENCIA: Competencia ordinaria. Por la materia. Cuestio- nes penales. Delitos en particular. Falsificación de documentos. El lugar de creación del instrumento público falso, por principio, es dirimente de la competencia en los delitos de falsificación de documentos. –Del dictamen de la Procuración General, al que remitió la Corte Suprema–. JURISDICCION Y COMPETENCIA: Competencia federal. Causas penales. Delitos que obstruyen el normal funcionamiento de las instituciones nacionales. Es competente la justicia federal para investigar la causa instruida por falsedad ideológica de instrumento público, pues las oficinas seccionales situadas en las 6051 DE JUSTICIA DE LA NACION 329 provincias revisten el mismo carácter nacional del Registro Nacional de las Per- sonas, único organismo facultado para expedir los documentos nacionales de iden- tidad, ya sea en forma directa o por intermedio de los organismos que legalmente lo representen –art. 62 de la ley 17.671–. –Del dictamen de la Procuración General, al que remitió la Corte Suprema–. 6052 FALLOS DE LA CORTE SUPREMA 329 FALLO DE LA CORTE SUPREMA Buenos Aires, 27 de diciembre de 2006. Autos y Vistos:","Por los fundamentos y conclusiones del dictamen del señor Pro- curador Fiscal a los que cabe remitirse en razón de brevedad, se de- clara que deberá entender en la causa en la que se originó el presen- te incidente el Juzgado Federal en lo Criminal y Correccional Nº 3 de Morón, al que se le remitirá. Hágase saber al Juzgado de Garan-",ENRIQUE SANTIAGO PETRACCHI — JUAN CARLOS MAQUEDA — E. RAÚL ZAFFARONI — RICARDO LUIS LORENZETTI — CARMEN M. ARGIBAY.
329_p6068,"Considerando: 1º) Que contra el pronunciamiento de la Sala III de la Cámara Federal de la Seguridad Social que revocó el fallo de la instancia ante- rior que había reconocido los servicios denunciados por el actor como desempeñados para “Aceitera Reconquista” y para Juan María Cisera en los períodos comprendidos entre los años 1964/1966 y 1967/1974, respectivamente, la actora dedujo recurso ordinario de apelación que fue concedido de conformidad con el art. 19 de la ley 24.463. 2º) Que para decidir de ese modo, la cámara consideró que las la- bores cuestionadas no se encontraban fehacientemente demostradas, dado que no existía información sobre los respectivos aportes en los registros de la ANSeS ni se habían adjuntado pruebas documentales de las empresas desaparecidas, defectos que no podían ser salvados por las declaraciones testificales. 3º) Que los agravios de la recurrente respecto de la valoración de la prueba son procedentes. Surge de los registros del propio organismo previsional que el actor trabajó para “Aceitera Reconquista”, pues fi- guraba dentro de la nómina de empleados presentada por esa empre- sa entre los años 1958 y 1963; y que la ANSeS desconoció el período comprendido entre los años 1964 y 1966 porque en ese lapso la firma mencionada omitió presentar las declaraciones juradas de sus depen- dientes (fs. 33/34 del expediente administrativo). 4º) Que lo expresado coincide con lo atestiguado por el Sr. Godoy Poviña, compañero de trabajo del actor, quien aseguró haberse jubila- do por los servicios prestados para esa compañía y dijo que todos los empleados habían sido inscriptos, que no existían constancias docu- mentales a partir del año 1964 porque la empresa había entrado en recesión y que el actor había trabajado como chofer a cargo de un ca- mión durante el período denunciado (fs. 24). 6070 FALLOS DE LA CORTE SUPREMA 329 5º) Que la omisión de presentar las declaraciones juradas anuales y de ingresar los aportes respectivos por parte de la firma no puede redundar en detrimento de los derechos de sus dependientes si se atien- de a que, para esa época, se encontraba vigente el art. 24 de la ley 18.037 que preservaba el derecho al cómputo de los servicios en caso de que el empleador hubiera evadido sus obligaciones previsionales, sobre todo cuando aún no regía el art. 25 de ese régimen que impuso al afiliado el deber de denunciar tales irregularidades, aspectos que lle- van a reconocer las labores mencionadas. 6º) Que cabe adoptar idéntica conclusión respecto de los restantes servicios cuestionados. Las declaraciones testificales fueron concordes y tienen suficiente fuerza de convicción en cuanto a que el actor traba- jó para el Sr. Juan Carlos Cisera desde el año 1967 hasta que cerró la empresa en el año 1974, aseveraciones que coinciden con lo certificado en el año 1975 por el empleador, que omitió cumplir con sus obligacio- nes patronales en tiempo y forma, incluso la de conservar la documen- tación laboral, según surge del informe de activos de la ANSeS obrante a fs. 33 del expediente administrativo y de sus propias manifestacio- nes (fs. 8, actuaciones anexas y 25, 26, 28, 56 y 80 de la causa princi- pal). 7º) Que, en tales condiciones, la sentencia apelada ha omitido va- lorar en conjunto la prueba producida y aplicar las disposiciones vi- gentes para esa época, de modo que sus fundamentos aparecen reves- tidos de un injustificado rigor que es contrario a las pautas de herme- néutica propias de la materia previsional (Fallos: 272:219; 266:19; 302:342; 305:773 y 2126, y 306:1801, entre otros), en la que no debe llegarse al desconocimiento de derechos sino con suma cautela, cir- cunstancias que llevan a revocarla y a confirmar el fallo de primera instancia que reconoció las labores debatidas.","Por ello, se declara procedente el recurso ordinario, se revoca la sentencia apelada y se confirma la de primera instancia. Notifíquese y devuélvase.",ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — JUAN CARLOS MAQUEDA — E. RAÚL ZAFFARONI — RICARDO LUIS LORENZETTI.
330_p24,"JURISDICCION Y COMPETENCIA: Cuestiones de competencia. Generalidades. Si han transcurrido casi tres años sin que la demanda haya tenido radicación definitiva, y tratándose de un proceso en el que se pretende garantizar un dere- cho fundamental como es el derecho al honor, la intimidad y la protección de datos personales con sustento en el art. 43, tercer párrafo, de la Constitución Nacional, corresponde prescindir de los reparos procedimentales que merezca la forma en que se trabó la contienda y dirimir la cuestión de competencia sin más trámite, cuando así lo aconsejan razones de economía procesal y la demora en la resolución podría importar una virtual denegación de justicia. –Del dictamen de la Procuración General, al que remitió la Corte Suprema–. JURISDICCION Y COMPETENCIA: Competencia federal. Por las personas. Nación. Es competente la justicia nacional en lo contencioso administrativo federal para resolver lo atinente a la solicitud de supresión, rectificación y actualización de ciertos datos almacenados en el Registro Nacional de Reincidencia dependiente del Ministerio de Justicia, Seguridad y Derechos Humanos de la Nación, toda vez que tal actividad jurisdiccional se encuentra vinculada con datos o actos ad- ministrativos llevados a cabo por autoridades públicas. –Del dictamen de la Procuración General, al que remitió la Corte Suprema–. 25 DE JUSTICIA DE LA NACION 330 26 FALLOS DE LA CORTE SUPREMA 330 FALLO DE LA CORTE SUPREMA Buenos Aires, 6 de febrero de 2007. Autos y Vistos:","De conformidad con lo dictaminado por la señora Procuradora Fiscal subrogante, se declara que resulta competente para conocer en las actuaciones el Juzgado Nacional de Primera Instancia en lo Contencioso Administrativo Federal Nº 8, al que se le remitirán.",RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — ENRIQUE SANTIAGO PETRACCHI — JUAN CARLOS MAQUEDA.
330_p50,"Considerando: Que las cuestiones planteadas son sustancialmente análogas a las tratadas y resueltas, en la causa “Massa” (Fallos: 329:5913), a cuyos fundamentos y conclusiones corresponde remitir en razón de brevedad.","Por ello, se declaran procedentes los recursos extraordinarios, y se dejan sin efecto las sentencias apeladas; sin perjuicio de lo cual, en  51 DE JUSTICIA DE LA NACION 330",RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — E. RAÚL ZAFFARONI — CARMEN M. ARGIBAY.
330_p182,"Autos y Vistos; Considerando: 1º) Que a fs. 351/353 el Estado Nacional interpone recurso de revocatoria contra la providencia que desestimó su pedido de citación de las empresas concesionarias en la explotación de hidrocarburos en el territorio de la actora. Corrido el pertinente traslado, la contraparte se opone a lo solicitado (fs. 356/361). 2º) Que la demandada expresa que no es la titular de la relación jurídica que motiva este litigio y alega que el rechazo de la citación de terceros importa prejuzgamiento acerca de la excepción de falta de legitimación pasiva oportunamente deducida. Sostiene que cuando hay, como en el sub lite, una defectuosa integración de la litis, debe acep- tarse la incorporación de los sujetos presuntamente legitimados, y añade que la citación del tercero en los términos del art. 94 del Código Procesal Civil y Comercial de la Nación tiene por efecto que la senten- cia dictada pueda serles opuesta. 3º) Que la demanda persigue la declaración de inconstitucionalidad del decreto 1757/1990, en cuanto suspendió la vigencia del cálculo de valor boca de pozo de los hidrocarburos establecido en los arts. 32 a 34 de la ley 23.697, y –para el caso en que esa petición sea admitida– el cobro de las diferencias resultantes de calcular el pago de regalías conforme al marco legal establecido en dicha ley. 4º) Que es jurisprudencia reiterada de este Tribunal que sobre quien solicita la citación de un tercero, pesa la carga de demostrar que se trata de alguno de los supuestos que autorizan a disponerla (Fallos: 184 FALLOS DE LA CORTE SUPREMA 330 313:1053; 318:2551, entre otros). La aplicación de dicho instituto, que es de carácter restrictivo y excepcional, tiene por característica esen- cial la posibilidad de citar a aquél a cuyo respecto se considere que la controversia es común, de modo que no basta con tener un mero inte- rés en el resultado del pleito (Fallos: 310:937). 5º) Que la recurrente ha omitido mencionar adecuadamente las razones por las que considera procedente la intervención de los conce- sionarios para la explotación de hidrocarburos, ya que no ha invocado concretamente la presencia de una comunidad de controversia que suscite su participación obligada en el proceso, omisión que resulta suficiente para desestimar el pedido (Fallos: 320:3004). 6º) Que, en efecto, no ha fundado la necesidad de que los terceros integren el debate acerca de la constitucionalidad de las normas im- pugnadas, extremo cuya dilucidación no requiere su incorporación a este proceso. Por otra parte, si tal pretensión prosperara, la actora sólo ha reclamado las eventuales diferencias de liquidación respecto de la demandada, invocando un marco legal que, a su juicio, la responsa- biliza por el pago. El progreso de ese aspecto de la demanda deberá determinarse mediante el examen de las defensas articuladas, entre ellas la excepción de falta de legitimación pasiva, sin que en tal contex- to incida la participación de terceros. Resulta manifiesto que el recha- zo de la citación no importa anticipo de opinión respecto de la suerte de dicha excepción, ya que ésta podría ser admitida con o sin la intervención de terceros, a la vez que su eventual participación en el proceso no anunciaría la ausencia de responsabilidad de la demandada. 7º) Que por lo expuesto, no cabe apartase de la doctrina de este Tribunal que aprecia con criterio restrictivo la incorporación de terce- ros al proceso (Fallos: 322:1470; 325:3023, entre muchos otros), máxi- me cuando ésta es solicitada por la parte demandada y, según lo dis- puesto en el art. 96 del Código Procesal Civil y Comercial de la Nación (texto conf. ley 25.488), la sentencia dictada los alcanzará como a los litigantes principales.","Por ello, se desestima la reposición pedida, con costas (art. 68 del Código Procesal Civil y Comercial de la Nación). Notifíquese.",ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — ENRIQUE SANTIAGO PETRACCHI — JUAN CARLOS MAQUEDA.
330_p238,"Autos y Vistos; Considerando: 1º) Que contra el pronunciamiento de la Sala C de la Cámara Na- cional de Apelaciones en lo Civil que, al modificar parcialmente el de primera instancia, estableció que, por aplicación del principio del es- fuerzo compartido, el monto de la condena se transformase a la pari- dad de un peso más el 50% de la brecha cambiaria; redujo los intereses al 7,5% anual e impuso las costas de la ejecución al demandado y por su orden las devengadas respecto de la cuestión constitucional, el eje- cutado dedujo el recurso extraordinario que, denegado, dio origen a la presente queja que fue declarada procedente a fs. 320, ordenándose la suspensión de los procedimientos de ejecución. 2º) Que a fs. 331/332 la actora solicita se aclare si esta última me- dida le impide continuar con el trámite de ejecución respecto de la parte del crédito que se encuentra firme y consentida, esto es, por el monto que surge de la demanda calculado de conformidad con el pro- cedimiento previsto en la normativa de emergencia económica vigente y a cuenta de mayor cantidad. Funda su pedido en que se encuentra en un estado de necesidad imperiosa por tener 77 años de edad, no poseer vivienda propia y cobrar una pensión con haber mínimo, sien- do el objeto del juicio los únicos ahorros de toda su vida junto a su difunto esposo. 3º) Que corrido el pertinente traslado, el demandado solicita se rechace la pretensión. Alega que no existe crédito firme y consentido dado que el recurso de queja se encuentra en trámite; que la sentencia de cámara no confirmó la de la anterior instancia pues modificó el porcentaje del esfuerzo compartido, los intereses y la imposición de las costas; que la ejecutante se opuso a aceptar el depósito de una suma dada en pago y que su retiro, suspendida la ejecución y encontrándose pendiente una resolución sobre el fondo del asunto, lo perjudicaría a pesar de que siempre tuvo y tiene la intención de pago de lo que real- mente corresponda según la normativa de emergencia económica. 4º) Que lo pretendido por la actora no sólo coincide con lo peticionado por el ejecutado en su remedio federal, sino también con su intención 240 FALLOS DE LA CORTE SUPREMA 330 de pagar lo que corresponda según las normas de emergencia econó- mica vigentes, expresada en la parte final de su presentación de fs. 338/339, y con la nueva intimación de pago a realizarse en el hipo- tético caso de que procediese el planteo de nulidad de la ejecución arti- culado, aparte de que el deudor no ha desconocido su carácter de tal sino que por el contrario, lo ha ratificado al realizar un depósito de $ 50.000 como dación en pago, con posterioridad a la sentencia de cá- mara (ver fs. 251/252). 6º) Que, más allá de la resolución que se adopte respecto de dicho agravio, la postura adoptada por el demandado en el proceso, eviden- ciada por las particularidades mencionadas en el considerando ante- rior, llevan a concluir que en la causa existe un monto adeudado con- sentido que puede ser ejecutado por la interesada (art. 499, segundo párrafo, del Código Procesal Civil y Comercial de la Nación; “Comignani”, Fallos: 329:1490).","Por ello, en atención a lo solicitado, a fin de que la peticionaria pueda gestionar el cobro de la parte del fallo consentida, remítanse las actuaciones al tribunal de origen. Fecho, devuélvanse a los efectos de continuar con el trámite de la causa. Notifíquese y cúmplase.",RICARDO LUIS LORENZETTI — CARLOS S. FAYT — E. RAÚL ZAFFARONI — CARMEN M. ARGIBAY.
330_p246,"Autos y Vistos; Considerando: 1º) Que tanto el titular del Juzgado de Primera Instancia en lo Civil y Comercial Nº 13 del Departamento Judicial de La Plata, Pro- 248 FALLOS DE LA CORTE SUPREMA 330 vincia de Buenos Aires, como el del Juzgado Nacional de Primera Ins- tancia en lo Comercial Nº 2, se declararon incompetentes para enten- der en la causa, quedando trabado un conflicto negativo de competen- cia que corresponde dirimir a esta Corte, de conformidad con lo dis- puesto por el art. 24 inc. 7º del decreto-ley 1285/58. 2º) Que es uniforme y reiterada jurisprudencia de este Tribunal que las leyes modificatorias de jurisdicción y competencia por ser de orden público, aun en caso de silencio de ellas, se aplican de inmediato a las causas pendientes (Fallos: 306:1223, 1615 y 2101; 316:2695, y más recientemente, 327:5261), siempre que no se deje sin efecto lo actuado de conformidad con leyes anteriores (Fallos: 200:180), toda vez que ello importaría un obstáculo para la pronta tramitación de los procesos que exige una buena administración de justicia. 3º) Que de tal forma, esta contienda debe resolverse por aplicación de la ley 26.086, modificatoria de la ley 24.522. 4º) Que el art. 4º de la ley 26.086, que sustituyó el art. 21 de la ley 24.522, dispone –en lo que aquí interesa– que los procesos de conoci- miento en trámite y los juicios laborales, salvo que el actor opte por suspender el proceso y verificar su crédito de conformidad con el trá- mite previsto por el art. 32 del ordenamiento concursal, quedan ex- cluidos de la radicación ante el juez que entiende en el proceso univer- sal. 5º) Que, por su parte, el art. 9º de la ley 26.086 (cláusula transito- ria) dispuso que los procesos excluidos del fuero de atracción del pro- ceso universal que, al tiempo de entrar en vigencia la ley, se encuen- tren radicados ante el juez concursal, le serán aplicadas de inmediato las modificaciones introducidas por esta ley a la competencia material y deberán ser remitidos al juez originario. La norma dispuso que sólo quedarán exceptuados de la remisión, los expedientes en que se hu- biera dictado el llamado de autos para sentencia, los créditos de pron- to pago y aquellos juicios en lo que se hubiera optado por la verifica- ción del crédito según lo previsto por el art. 21, inc. 1º de la ley 24.522 (texto anterior a la modificación). 6º) Que, en tanto el caso en examen se encuentra excluido del fue- ro de atracción concursal, y no concurren las situaciones excepciona- les descriptas por el art. 9º de la ley 26.086 para mantener el proceso 249 DE JUSTICIA DE LA NACION 330 ante el juez que entiende en el proceso universal, corresponde al juez originario continuar entendiendo.","Por ello, habiendo dictaminado la señora Procuradora Fiscal subrogante, se declara que resulta competente para conocer en las actuaciones el Juzgado de Primera Instancia en lo Civil y Comercial Nº 13 del Departamento Judicial de La Plata, Provincia de Buenos Aires, al que se le remitirán. Hágase saber al Juzgado Nacional de Primera Instancia en lo Comercial Nº 2.",RICARDO LUIS LORENZETTI — CARLOS S. FAYT — ENRIQUE S. PETRACCHI — JUAN CARLOS MAQUEDA.
